Id,Target,CellLine
41863_484_D8_2,23,U-251 MG
42064_1054_B7_1,6,HeLa
42064_1054_B7_2,6,HeLa
42064_418_A4_1,6,U-2 OS
42064_418_A4_2,6,U-2 OS
3834_624_B6_1,25 21,A-431
3834_624_B6_2,25 21,A-431
3834_630_B6_1,25 21,U-2 OS
3834_630_B6_2,25 21,U-2 OS
3834_628_B6_1,25 21,U-251 MG
3834_628_B6_2,25 21,U-251 MG
26430_259_H7_1,25 21,A-431
26430_259_H7_2,25 21,A-431
26430_260_H7_1,25 21,U-2 OS
26430_260_H7_2,25 21,U-2 OS
26430_258_H7_1,25 21,U-251 MG
26430_258_H7_2,25 21,U-251 MG
18994_1685_B6_5,1 21,A-431
18994_1685_B6_6,1 21,A-431
18994_1660_C7_3,1 21,HaCaT
18994_1660_C7_4,1 21,HaCaT
5261_963_D12_1,25 0 21,MCF7
5261_963_D12_2,25 0 21,MCF7
5261_1432_B1_1,25 0 21,PC-3
5261_1432_B1_5,25 0 21,PC-3
5261_968_D12_5,25 0 21,U-2 OS
5261_968_D12_6,25 0 21,U-2 OS
46433_824_C8_3,25 0 21,MCF7
46433_824_C8_5,25 0 21,MCF7
46433_978_C8_1,25 0 21,PC-3
46433_978_C8_5,25 0 21,PC-3
46433_884_C8_1,25 0 21,U-2 OS
46433_884_C8_2,25 0 21,U-2 OS
46433_701_H5_1,25 0 21,NIH 3T3
46433_701_H5_2,25 0 21,NIH 3T3
61316_1282_H3_1,25,HeLa
61316_1282_H3_3,25,HeLa
61316_1135_D10_1,25,Hep G2
61316_1135_D10_2,25,Hep G2
61316_1101_D10_1,25,U-2 OS
61316_1101_D10_3,25,U-2 OS
65701_1332_A9_1,23,BJ
65701_1332_A9_2,23,BJ
65701_1416_D2_1,23,RH-30
65701_1416_D2_2,23,RH-30
65701_1358_A9_1,23,U-2 OS
65701_1358_A9_2,23,U-2 OS
3035_57_F3_1,12 25,A-431
3035_57_F3_2,12 25,A-431
3035_56_F3_1,12 25,U-2 OS
3035_56_F3_2,12 25,U-2 OS
3035_58_F3_3,12 25,U-251 MG
3035_58_F3_4,12 25,U-251 MG
75134_1561_B5_1,4,SK-MEL-30
75134_1561_B5_2,4,SK-MEL-30
75134_1562_B5_1,4,U-2 OS
75134_1562_B5_2,4,U-2 OS
75134_1559_A7_2,4,U-251 MG
75134_1559_A7_3,4,U-251 MG
44930_1757_G4_3,23,SK-MEL-30
44930_1757_G4_4,23,SK-MEL-30
44930_606_E11_1,23,U-2 OS
44930_606_E11_2,23,U-2 OS
3630_24_B11_1,25,A-431
3630_24_B11_2,25,A-431
3630_23_B11_1,25,U-2 OS
3630_23_B11_2,25,U-2 OS
21865_190_E2_1,25,A-431
21865_190_E2_2,25,A-431
21865_191_E2_1,25,U-2 OS
21865_191_E2_2,25,U-2 OS
21865_189_E2_1,25,U-251 MG
21865_189_E2_2,25,U-251 MG
38236_1396_H9_1,25,RT4
38236_1396_H9_3,25,RT4
38236_443_G11_1,25,U-2 OS
38236_443_G11_2,25,U-2 OS
38236_431_G11_1,25,U-251 MG
38236_431_G11_2,25,U-251 MG
18209_144_G3_1,25,A-431
18209_144_G3_2,25,A-431
18209_145_G3_1,25,U-2 OS
18209_145_G3_2,25,U-2 OS
18209_143_G3_1,25,U-251 MG
18209_143_G3_2,25,U-251 MG
8318_21_D4_1,25 23,A-431
8318_21_D4_2,25 23,A-431
8318_20_D4_1,25 23,U-2 OS
8318_20_D4_2,25 23,U-2 OS
8318_22_D4_1,25 23,U-251 MG
8318_22_D4_2,25 23,U-251 MG
8318_344_C7_1,25 23,NIH 3T3
8318_344_C7_2,25 23,NIH 3T3
37843_423_D4_1,25 21,A-431
37843_423_D4_2,25 21,A-431
37843_1128_H2_2,25 21,A549
37843_1128_H2_5,25 21,A549
52043_863_B3_3,25 2,A-431
52043_863_B3_4,25 2,A-431
52043_767_A6_1,25 2,MCF7
52043_767_A6_2,25 2,MCF7
30187_296_H3_1,25 0,A-431
30187_296_H3_2,25 0,A-431
30187_297_H3_1,25 0,U-2 OS
30187_297_H3_2,25 0,U-2 OS
30187_295_H3_1,25 0,U-251 MG
30187_295_H3_2,25 0,U-251 MG
16825_131_G11_1,2,A-431
16825_131_G11_2,2,A-431
16825_132_G11_1,2,U-2 OS
16825_132_G11_2,2,U-2 OS
16825_164_G11_1,2,U-251 MG
16825_164_G11_2,2,U-251 MG
14529_1595_D8_1,19,AF22
14529_1595_D8_2,19,AF22
14529_139_B1_1,19,U-2 OS
14529_139_B1_2,19,U-2 OS
14529_166_B1_1,19,U-251 MG
14529_166_B1_2,19,U-251 MG
38246_440_C11_4,25 2 21,A-431
38246_440_C11_5,25 2 21,A-431
38246_433_C11_2,25 2 21,U-2 OS
38246_433_C11_3,25 2 21,U-2 OS
38246_428_C11_2,25 2 21,U-251 MG
38246_428_C11_3,25 2 21,U-251 MG
3072_1786_A2_1,0,AF22
3072_1786_A2_2,0,AF22
3072_1645_A2_2_cr57b568ba4ce65,0,HeLa
3072_1645_A2_19_cr57b568c04df55,0,HeLa
3072_53_E1_1,0,U-2 OS
3072_53_E1_2,0,U-2 OS
48577_827_A7_1,3,A-431
48577_827_A7_4,3,A-431
48577_977_A7_2,3,PC-3
48577_977_A7_3,3,PC-3
48577_829_A7_2,3,U-2 OS
48577_829_A7_4,3,U-2 OS
43091_857_H2_1,0,A549
43091_857_H2_2,0,A549
43091_840_F12_1,0,MCF7
43091_840_F12_2,0,MCF7
43091_847_H2_1,0,U-2 OS
43091_847_H2_2,0,U-2 OS
26883_219_D6_1,0,A-431
26883_219_D6_2,0,A-431
26883_220_D6_1,0,U-2 OS
26883_220_D6_2,0,U-2 OS
26883_218_D6_1,0,U-251 MG
26883_218_D6_2,0,U-251 MG
42421_475_E8_1,25 21,A-431
42421_475_E8_3,25 21,A-431
42421_479_E8_1,25 21,U-2 OS
42421_479_E8_2,25 21,U-2 OS
42421_477_E8_1,25 21,U-251 MG
42421_477_E8_2,25 21,U-251 MG
3159_1625_E2_2,22,U-251 MG
3159_1625_E2_4,22,U-251 MG
41508_557_F4_1,25 4,A-431
41508_557_F4_2,25 4,A-431
41508_493_F4_3,25 4,U-2 OS
41508_493_F4_4,25 4,U-2 OS
41508_502_F4_1,25 4,U-251 MG
41508_502_F4_2,25 4,U-251 MG
61309_1307_B7_5,25 4,HEK 293
61309_1307_B7_6,25 4,HEK 293
61309_1080_G9_4,25 4,MCF7
61309_1080_G9_5,25 4,MCF7
61309_1102_G9_3,25 4,U-2 OS
61309_1102_G9_5,25 4,U-2 OS
46847_807_G4_1,0,CACO-2
46847_807_G4_2,0,CACO-2
46847_846_G4_1,0,U-2 OS
46847_846_G4_2,0,U-2 OS
46847_742_B12_3,0,U-251 MG
46847_742_B12_4,0,U-251 MG
46847_692_H8_1,0,NIH 3T3
46847_692_H8_2,0,NIH 3T3
61819_1261_H9_1,0,CACO-2
61819_1261_H9_2,0,CACO-2
61819_1245_F6_1,0,U-2 OS
61819_1245_F6_2,0,U-2 OS
61819_1241_F6_2,0,U-251 MG
61819_1241_F6_4,0,U-251 MG
27510_1714_A6_4,25,NB-4
27510_1714_A6_5,25,NB-4
34945_1047_B8_2,13,HeLa
34945_1047_B8_4,13,HeLa
34945_1129_B6_1,13,MCF7
34945_1129_B6_3,13,MCF7
34945_1048_B8_4,13,U-2 OS
34945_1048_B8_10,13,U-2 OS
5701_78_C5_1,23 0,A-431
5701_78_C5_2,23 0,A-431
5701_92_C5_1,23 0,U-2 OS
5701_92_C5_2,23 0,U-2 OS
5701_77_C5_1,23 0,U-251 MG
5701_77_C5_2,23 0,U-251 MG
12618_1124_G10_1,23,HEK 293
12618_1124_G10_2,23,HEK 293
12618_104_D4_1,23,U-2 OS
12618_104_D4_2,23,U-2 OS
12618_102_D4_1,23,U-251 MG
12618_102_D4_2,23,U-251 MG
37683_638_G9_2,25 0,A-431
37683_638_G9_3,25 0,A-431
37683_860_B8_1,25 0,U-2 OS
37683_860_B8_2,25 0,U-2 OS
37683_636_G9_1,25 0,U-251 MG
37683_636_G9_2,25 0,U-251 MG
35019_378_D6_1,2,A-431
35019_378_D6_2,2,A-431
35019_376_D6_1,2,U-2 OS
35019_376_D6_2,2,U-2 OS
35019_383_D6_3,2,U-251 MG
35019_383_D6_4,2,U-251 MG
75322_1717_B5_18_cr57f50e3c439a5,25,A-431
75322_1717_B5_22_cr57f50e4f078a2,25,A-431
75322_1745_G7_8_cr580627ddd2670,25,PC-3
75322_1745_G7_23_cr580627e6e3547,25,PC-3
75322_1736_G7_31,25,U-2 OS
75322_1736_G7_32,25,U-2 OS
36478_1070_F4_7,21,MCF7
36478_1070_F4_8,21,MCF7
36478_1216_E6_3,21,PC-3
36478_1216_E6_4,21,PC-3
36478_1076_F4_2,21,U-2 OS
36478_1076_F4_3,21,U-2 OS
70892_1357_H9_4,21,MCF7
70892_1357_H9_5,21,MCF7
70892_1510_H2_2,21,SH-SY5Y
70892_1510_H2_4,21,SH-SY5Y
70892_1359_H9_8,21,U-2 OS
70892_1359_H9_9,21,U-2 OS
43656_1327_B2_2,23,Hep G2
43656_1327_B2_3,23,Hep G2
43656_1070_C2_1,23,MCF7
43656_1070_C2_2,23,MCF7
61948_1470_A6_4,18 4,A549
61948_1470_A6_6,18 4,A549
61948_1748_F10_11_cr5805e1afc869d,18 4,RT4
61948_1748_F10_21_cr5805e1b9a9f35,18 4,RT4
61948_1468_A6_2,18 4,U-2 OS
61948_1468_A6_6,18 4,U-2 OS
67207_1310_H2_2,18 4,A549
67207_1310_H2_4,18 4,A549
67207_1423_E2_2,18 4,RT4
67207_1423_E2_3,18 4,RT4
67207_1312_H2_2,18 4,U-2 OS
67207_1312_H2_4,18 4,U-2 OS
40676_418_D12_2,11,U-2 OS
40676_418_D12_4,11,U-2 OS
40676_429_D12_1,11,U-251 MG
40676_429_D12_2,11,U-251 MG
40236_424_B3_1,19,A-431
40236_424_B3_2,19,A-431
40236_1396_A8_2,19,RT4
40236_1396_A8_4,19,RT4
40236_418_B3_1,19,U-2 OS
40236_418_B3_2,19,U-2 OS
11545_89_C1_1,7,A-431
11545_89_C1_2,7,A-431
11545_90_C1_1,7,U-2 OS
11545_90_C1_2,7,U-2 OS
11545_88_C1_1,7,U-251 MG
11545_88_C1_2,7,U-251 MG
5004_651_H11_1,1,A-431
5004_651_H11_2,1,A-431
5004_652_H11_1,1,U-2 OS
5004_652_H11_2,1,U-2 OS
5004_656_H11_1,1,U-251 MG
5004_656_H11_2,1,U-251 MG
5337_956_B1_3,25,A-431
5337_956_B1_4,25,A-431
5337_990_A1_1,25,A549
5337_990_A1_2,25,A549
5337_954_B1_3,25,U-2 OS
5337_954_B1_4,25,U-2 OS
4506_672_F12_5,0,A-431
4506_672_F12_6,0,A-431
4506_646_F12_1,0,U-251 MG
4506_646_F12_2,0,U-251 MG
62123_1170_A3_1,0,RH-30
62123_1170_A3_2,0,RH-30
62123_1169_B7_1,0,SiHa
62123_1169_B7_2,0,SiHa
62123_1141_A3_1,0,U-2 OS
62123_1141_A3_2,0,U-2 OS
62123_si29_E11_1,0,U-2 OS
62123_si29_E11_3,0,U-2 OS
62123_si29_E11_10,0,U-2 OS
62123_si29_E11_14,0,U-2 OS
62123_si29_E12_1,0,U-2 OS
62123_si29_E12_3,0,U-2 OS
62123_si29_E12_9,0,U-2 OS
62123_si29_E12_18,0,U-2 OS
48926_876_E10_1,25 14,A-431
48926_876_E10_2,25 14,A-431
48926_739_F10_1,25 14,U-2 OS
48926_739_F10_2,25 14,U-2 OS
48926_699_A3_1,25 14,NIH 3T3
48926_699_A3_2,25 14,NIH 3T3
1842_69_E10_2,25 13,A-431
1842_91_E10_1,25 13,U-2 OS
1842_91_E10_2,25 13,U-2 OS
1842_68_E10_1,25 13,U-251 MG
1842_68_E10_2,25 13,U-251 MG
29671_548_G5_1,25 13,A-431
29671_548_G5_2,25 13,A-431
29671_505_G5_3,25 13,U-2 OS
29671_505_G5_5,25 13,U-2 OS
29671_508_G5_1,25 13,U-251 MG
29671_508_G5_2,25 13,U-251 MG
27543_256_B10_1,0 21,A-431
27543_256_B10_2,0 21,A-431
27543_257_B10_1,0 21,U-2 OS
27543_257_B10_2,0 21,U-2 OS
27543_255_B10_3,0 21,U-251 MG
27543_255_B10_4,0 21,U-251 MG
31087_1061_E3_1,2 21,HeLa
31087_1061_E3_2,2 21,HeLa
31087_331_F1_1,2 21,U-2 OS
31087_331_F1_3,2 21,U-2 OS
31087_330_F1_1,2 21,U-251 MG
31087_330_F1_2,2 21,U-251 MG
61843_1332_D6_4,12 13 21,BJ
61843_1332_D6_5,12 13 21,BJ
61843_1393_H8_3,12 13 21,RT4
61843_1393_H8_6,12 13 21,RT4
37712_593_F6_1,7 0,A-431
37712_593_F6_2,7 0,A-431
37712_1392_H3_1,7 0,RT4
37712_1392_H3_2,7 0,RT4
24830_1395_E6_2,6,RT4
24830_1395_E6_3,6,RT4
24830_220_H7_1,6,U-2 OS
24830_220_H7_2,6,U-2 OS
24830_218_H7_1,6,U-251 MG
24830_218_H7_2,6,U-251 MG
44416_765_C6_5,25 21,HEK 293
44416_765_C6_6,25 21,HEK 293
44416_762_A5_1,25 21,Hep G2
44416_762_A5_2,25 21,Hep G2
44416_771_C6_1,25 21,U-2 OS
44416_771_C6_3,25 21,U-2 OS
47152_722_B6_1,0 21,MCF7
47152_722_B6_2,0 21,MCF7
47152_726_B6_1,0 21,U-2 OS
47152_726_B6_5,0 21,U-2 OS
4706_78_H4_1,25 5,A-431
4706_78_H4_2,25 5,A-431
4706_92_H4_1,25 5,U-2 OS
4706_92_H4_2,25 5,U-2 OS
4706_77_H4_1,25 5,U-251 MG
4706_77_H4_2,25 5,U-251 MG
8019_75_E8_1,25,A-431
8019_75_E8_2,25,A-431
8019_76_E8_1,25,U-2 OS
8019_76_E8_2,25,U-2 OS
8019_74_E8_1,25,U-251 MG
8019_74_E8_2,25,U-251 MG
28847_274_E3_1,1,A-431
28847_274_E3_2,1,A-431
28847_275_E3_2,1,U-2 OS
28847_275_E3_1,1,U-2 OS
28847_273_E3_1,1,U-251 MG
28847_273_E3_2,1,U-251 MG
41993_489_D11_2,25 21,A-431
41993_489_D11_3,25 21,A-431
41993_492_D11_1,25 21,U-2 OS
41993_492_D11_2,25 21,U-2 OS
41993_484_D11_3,25 21,U-251 MG
41993_484_D11_4,25 21,U-251 MG
39885_1281_B7_2,12 7 21,HEK 293
39885_1281_B7_3,12 7 21,HEK 293
39885_1162_H10_1,12 7 21,RH-30
39885_1162_H10_2,12 7 21,RH-30
39885_1313_B7_3,12 7 21,U-2 OS
39885_1313_B7_4,12 7 21,U-2 OS
44475_526_G7_1,0,A-431
44475_526_G7_2,0,A-431
44475_528_G7_1,0,U-2 OS
44475_528_G7_2,0,U-2 OS
44475_545_G7_1,0,U-251 MG
44475_545_G7_2,0,U-251 MG
3456_1165_E2_2,25 2,RH-30
3456_1165_E2_3,25 2,RH-30
3456_111_F11_1,25 2,U-2 OS
3456_111_F11_2,25 2,U-2 OS
3456_159_F11_1,25 2,U-251 MG
3456_159_F11_2,25 2,U-251 MG
43803_899_A6_1,26 4,A-431
43803_899_A6_2,26 4,A-431
43803_776_A6_1,26 4,U-2 OS
43803_776_A6_2,26 4,U-2 OS
43803_789_A6_4,26 4,U-251 MG
43803_789_A6_5,26 4,U-251 MG
43803_901_E6_1,26 4,NIH 3T3
43803_901_E6_3,26 4,NIH 3T3
68497_1255_H10_1,26 4,CACO-2
68497_1255_H10_2,26 4,CACO-2
68497_1503_A12_2,26 4,MCF7
68497_1503_A12_4,26 4,MCF7
68497_1250_H10_1,26 4,U-2 OS
68497_1250_H10_2,26 4,U-2 OS
44577_555_F11_1,25 21,A-431
44577_555_F11_2,25 21,A-431
44577_504_F11_1,25 21,U-2 OS
44577_504_F11_3,25 21,U-2 OS
44577_506_F11_1,25 21,U-251 MG
44577_506_F11_4,25 21,U-251 MG
54864_893_A1_1,5,A-431
54864_893_A1_2,5,A-431
54864_958_H9_1,5,MCF7
54864_958_H9_2,5,MCF7
54864_895_A1_2,5,U-2 OS
54864_895_A1_4,5,U-2 OS
5963_33_A7_1,5,A-431
5963_33_A7_2,5,A-431
5963_32_A7_1,5,U-2 OS
5963_32_A7_2,5,U-2 OS
43146_474_G12_1,2 0,A-431
43146_474_G12_2,2 0,A-431
43146_480_G12_3,2 0,U-2 OS
43146_480_G12_4,2 0,U-2 OS
43146_510_G12_1,2 0,U-251 MG
43146_510_G12_2,2 0,U-251 MG
63183_1685_H10_1,0,A-431
63183_1685_H10_2,0,A-431
63183_1315_G9_1,0,HaCaT
63183_1315_G9_2,0,HaCaT
63183_1287_G9_3,0,U-2 OS
63183_1287_G9_5,0,U-2 OS
66947_1315_E11_1,0,HaCaT
66947_1315_E11_3,0,HaCaT
77428_1685_B11_1,0,A-431
77428_1685_B11_2,0,A-431
77428_1660_B11_2,0,HaCaT
77428_1660_B11_3,0,HaCaT
77428_1665_B5_1,0,U-2 OS
77428_1665_B5_2,0,U-2 OS
52904_787_H11_1,2,HeLa
52904_787_H11_2,2,HeLa
52904_987_A12_1,2,PC-3
52904_987_A12_3,2,PC-3
52904_782_H11_2,2,U-2 OS
35826_593_C7_1,25 0,A-431
35826_593_C7_2,25 0,A-431
35826_596_C7_1,25 0,U-2 OS
35826_596_C7_2,25 0,U-2 OS
35826_594_C7_1,25 0,U-251 MG
35826_594_C7_2,25 0,U-251 MG
70737_1717_G8_33,25 17,A-431
70737_1717_G8_34,25 17,A-431
42980_1042_A12_9,25,HEK 293
42980_1042_A12_10,25,HEK 293
42980_1216_E8_3,25,PC-3
42980_1216_E8_4,25,PC-3
41923_540_C7_1,0,A-431
41923_540_C7_2,0,A-431
41923_537_C7_1,0,U-2 OS
41923_537_C7_2,0,U-2 OS
41923_553_C7_1,0,U-251 MG
41923_553_C7_3,0,U-251 MG
34642_640_D11_1,0,A-431
34642_640_D11_2,0,A-431
34642_642_D11_1,0,U-2 OS
34642_642_D11_2,0,U-2 OS
34642_641_D11_1,0,U-251 MG
34642_641_D11_2,0,U-251 MG
28506_394_A11_1,12 25,A-431
28506_394_A11_2,12 25,A-431
28506_395_A11_1,12 25,U-2 OS
28506_395_A11_2,12 25,U-2 OS
28506_399_A11_2,12 25,U-251 MG
28506_399_A11_4,12 25,U-251 MG
28542_256_D9_1,12 25,A-431
28542_256_D9_2,12 25,A-431
28542_257_D9_1,12 25,U-2 OS
28542_257_D9_2,12 25,U-2 OS
28542_255_D9_3,12 25,U-251 MG
28542_255_D9_4,12 25,U-251 MG
23379_181_F9_1,23 3,A-431
23379_181_F9_2,23 3,A-431
23379_182_F9_1,23 3,U-2 OS
23379_182_F9_2,23 3,U-2 OS
23379_180_F9_1,23 3,U-251 MG
23379_180_F9_2,23 3,U-251 MG
6123_80_C7_1,25 0,A-431
6123_80_C7_2,25 0,A-431
6123_967_C5_1,25 0,U-2 OS
6123_967_C5_2,25 0,U-2 OS
6123_79_C7_1,25 0,U-251 MG
6123_79_C7_2,25 0,U-251 MG
41995_540_H5_1,25 7 3,A-431
41995_540_H5_2,25 7 3,A-431
41995_537_H5_1,25 7 3,U-2 OS
41995_537_H5_2,25 7 3,U-2 OS
41995_553_H5_2,25 7 3,U-251 MG
41995_553_H5_3,25 7 3,U-251 MG
42988_590_E2_1,25 7 3,A-431
42988_590_E2_2,25 7 3,A-431
42988_574_E2_1,25 7 3,U-2 OS
42988_574_E2_2,25 7 3,U-2 OS
42988_580_E2_1,25 7 3,U-251 MG
42988_580_E2_3,25 7 3,U-251 MG
23372_369_B10_1,19 25 0 21,A-431
23372_369_B10_2,19 25 0 21,A-431
23372_365_B10_1,19 25 0 21,U-2 OS
23372_365_B10_4,19 25 0 21,U-2 OS
23372_364_B10_1,19 25 0 21,U-251 MG
23372_364_B10_2,19 25 0 21,U-251 MG
54381_885_B10_3,13 21,A-431
54381_885_B10_4,13 21,A-431
54381_1642_C5_1_cr581094677e216,13 21,U-2 OS
54381_1642_C5_8_cr57bc54d1dfecd,13 21,U-2 OS
19544_234_A3_1,19,A-431
19544_234_A3_2,19,A-431
19544_235_A3_1,19,U-2 OS
19544_235_A3_2,19,U-2 OS
19544_535_A3_1,19,U-251 MG
19544_535_A3_2,19,U-251 MG
26749_213_E4_1,0 21,A-431
26749_213_E4_2,0 21,A-431
26749_214_E4_1,0 21,U-2 OS
26749_214_E4_2,0 21,U-2 OS
26749_212_E4_1,0 21,U-251 MG
26749_212_E4_2,0 21,U-251 MG
5192_639_H8_3,25 21,A-431
5192_639_H8_4,25 21,A-431
5192_635_H8_3,25 21,U-2 OS
5192_635_H8_4,25 21,U-2 OS
5192_634_H8_1,25 21,U-251 MG
5192_634_H8_2,25 21,U-251 MG
6461_42_G3_1,25 21,A-431
6461_42_G3_2,25 21,A-431
6461_41_G3_1,25 21,U-2 OS
6461_41_G3_2,25 21,U-2 OS
6461_43_G3_1,25 21,U-251 MG
6461_43_G3_2,25 21,U-251 MG
63097_1202_E2_1,25,SH-SY5Y
63097_1202_E2_2,25,SH-SY5Y
41152_1612_F4_3,0,BJ
41152_1612_F4_4,0,BJ
41152_1789_D2_6_cr5961f89b88fef,0,RPTEC TERT1
41152_1789_D2_29_cr5961f89b895ae,0,RPTEC TERT1
41152_494_A9_1,0,U-2 OS
41152_494_A9_2,0,U-2 OS
23384_193_C10_1,21,A-431
23384_193_C10_2,21,A-431
23384_194_C10_1,21,U-2 OS
23384_194_C10_2,21,U-2 OS
23384_192_C10_1,21,U-251 MG
23384_192_C10_2,21,U-251 MG
23371_193_A10_1,14 2,A-431
23371_193_A10_2,14 2,A-431
23371_194_A10_1,14 2,U-2 OS
23371_194_A10_2,14 2,U-2 OS
23371_192_A10_1,14 2,U-251 MG
23371_192_A10_2,14 2,U-251 MG
23863_394_A7_1,14 2,A-431
23863_394_A7_2,14 2,A-431
23863_395_A7_1,14 2,U-2 OS
23863_395_A7_2,14 2,U-2 OS
23863_399_A7_1,14 2,U-251 MG
23863_399_A7_2,14 2,U-251 MG
39148_1610_G1_1,5 0,RH-30
39148_1610_G1_2,5 0,RH-30
39148_1561_C6_1,5 0,SK-MEL-30
39148_1561_C6_2,5 0,SK-MEL-30
39148_1562_C6_5,5 0,U-2 OS
39148_1562_C6_6,5 0,U-2 OS
59640_1039_F11_1,5 0,HEK 293
59640_1039_F11_2,5 0,HEK 293
59640_1037_F11_1,5 0,U-2 OS
59640_1037_F11_2,5 0,U-2 OS
68634_1593_F2_2,2 21,AF22
68634_1593_F2_4,2 21,AF22
68634_1332_F11_1,2 21,BJ
68634_1332_F11_3,2 21,BJ
68634_1358_F11_1,2 21,U-2 OS
68634_1358_F11_2,2 21,U-2 OS
41921_475_A9_1,25 21,A-431
41921_475_A9_3,25 21,A-431
41921_479_A9_2,25 21,U-2 OS
41921_479_A9_3,25 21,U-2 OS
41921_477_A9_1,25 21,U-251 MG
41921_477_A9_2,25 21,U-251 MG
6572_1585_D1_4,5 21,RH-30
6572_1585_D1_5,5 21,RH-30
6572_1683_D3_11_cr58051cbdc62f9,5 21,SK-MEL-30
6572_1683_D3_16_cr58051cc7cb465,5 21,SK-MEL-30
6572_1616_D1_6,5 21,U-2 OS
6572_1616_D1_8,5 21,U-2 OS
64836_1246_H10_1,19 23 0,A-431
64836_1246_H10_2,19 23 0,A-431
64836_1151_F5_1,19 23 0,RH-30
64836_1151_F5_2,19 23 0,RH-30
64836_1154_F5_1,19 23 0,U-2 OS
64836_1154_F5_3,19 23 0,U-2 OS
74653_1595_E7_2,21,AF22
74653_1595_E7_4,21,AF22
74653_1466_F12_2,21,HEK 293
74653_1466_F12_3,21,HEK 293
74653_1521_F12_2,21,U-2 OS
74653_1521_F12_3,21,U-2 OS
69667_1310_A12_1,0,A549
69667_1310_A12_2,0,A549
69667_1573_F9_1,0,HaCaT
69667_1573_F9_2,0,HaCaT
69667_1312_A12_1,0,U-2 OS
69667_1312_A12_2,0,U-2 OS
31540_334_A3_6,6,A-431
31540_334_A3_7,6,A-431
31540_332_A3_1,6,U-2 OS
31540_332_A3_3,6,U-2 OS
31540_329_A3_1,6,U-251 MG
31540_329_A3_2,6,U-251 MG
46521_1424_C1_1,22 21,RT4
46521_1424_C1_4,22 21,RT4
46521_810_H10_1,22 21,U-2 OS
46521_810_H10_2,22 21,U-2 OS
52968_1050_D5_2,21,HeLa
52968_1050_D5_4,21,HeLa
52968_861_C11_1,21,U-2 OS
52968_861_C11_2,21,U-2 OS
52968_880_C11_1,21,U-251 MG
52968_880_C11_2,21,U-251 MG
74461_1760_F9_17_cr594b88e9d4568,21,HeLa
74461_1760_F9_22_cr594b88f250591,21,HeLa
74461_1614_D12_1,21,U-2 OS
74461_1614_D12_2,21,U-2 OS
20863_187_B1_1,12 19 21,A-431
20863_187_B1_2,12 19 21,A-431
20863_188_B1_1,12 19 21,U-2 OS
20863_188_B1_2,12 19 21,U-2 OS
20863_246_B1_1,12 19 21,U-251 MG
20863_246_B1_2,12 19 21,U-251 MG
15077_1207_D11_4,22 7 0,MCF7
15077_1207_D11_5,22 7 0,MCF7
24358_240_E9_1,25 0,A-431
24358_240_E9_2,25 0,A-431
24358_241_E9_1,25 0,U-2 OS
24358_241_E9_2,25 0,U-2 OS
24358_239_E9_1,25 0,U-251 MG
24358_239_E9_2,25 0,U-251 MG
62539_1700_C10_8_cr57eba3089c9a9,7,CACO-2
62539_1700_C10_28_cr57eba317a8c28,7,CACO-2
882_170_B6_1,25 7 0,A-431
882_170_B6_2,25 7 0,A-431
882_171_B6_1,25 7 0,U-2 OS
882_171_B6_2,25 7 0,U-2 OS
882_169_B6_1,25 7 0,U-251 MG
882_169_B6_2,25 7 0,U-251 MG
48047_812_G9_1,25 7 0,A-431
48047_812_G9_2,25 7 0,A-431
48047_715_G9_1,25 7 0,HEK 293
48047_715_G9_2,25 7 0,HEK 293
48047_725_G9_1,25 7 0,U-2 OS
48047_725_G9_2,25 7 0,U-2 OS
61837_1245_B7_1,7,U-2 OS
61837_1245_B7_4,7,U-2 OS
61837_1241_B7_1,7,U-251 MG
61837_1241_B7_2,7,U-251 MG
46430_1319_H8_1,25 21,A549
46430_1319_H8_2,25 21,A549
46430_619_F4_1,25 21,U-2 OS
46430_619_F4_2,25 21,U-2 OS
46430_616_F4_1,25 21,U-251 MG
46430_616_F4_2,25 21,U-251 MG
51849_775_B12_1,6,A-431
51849_775_B12_2,6,A-431
51849_760_B12_1,6,U-2 OS
51849_760_B12_2,6,U-2 OS
51849_756_B12_1,6,U-251 MG
51849_756_B12_3,6,U-251 MG
70542_1343_G12_2,6,HaCaT
70542_1343_G12_3,6,HaCaT
70542_1495_C7_2,6,SiHa
70542_1495_C7_3,6,SiHa
70542_1347_G12_1,6,U-2 OS
70542_1347_G12_2,6,U-2 OS
28543_291_G8_1,25 11 0,A-431
28543_291_G8_2,25 11 0,A-431
28543_254_G8_2,25 11 0,U-2 OS
28543_254_G8_1,25 11 0,U-2 OS
28543_546_G8_1,25 11 0,U-251 MG
28543_546_G8_2,25 11 0,U-251 MG
28544_511_B7_1,25 11 0,A-431
28544_511_B7_2,25 11 0,A-431
28544_497_B7_1,25 11 0,U-2 OS
28544_497_B7_2,25 11 0,U-2 OS
44554_558_H1_1,25 2,A-431
44554_558_H1_2,25 2,A-431
44554_530_H1_5,25 2,U-2 OS
44554_530_H1_7,25 2,U-2 OS
44554_518_H1_1,25 2,U-251 MG
44554_518_H1_2,25 2,U-251 MG
51830_787_A5_3,5,HeLa
51830_787_A5_4,5,HeLa
51830_840_H6_5,5,MCF7
51830_840_H6_6,5,MCF7
51830_782_A5_1,5,U-2 OS
51830_782_A5_2,5,U-2 OS
51830_915_C2_2,5,NIH 3T3
